feature,pvalue,fold,model
IGKV2OR22-4,0.004053550680199976,1,LR_C=0.01
NPM1P9,0.0041548193502280355,1,LR_C=0.01
TMEM100,0.004175748339402192,1,LR_C=0.01
IGHV4OR15-8,0.004414197636313194,1,LR_C=0.01
ELOC,0.0044995859705910055,1,LR_C=0.01
ANKHD1-EIF4EBP3,0.0045531843497527025,1,LR_C=0.01
LINC01492,0.004564637143494248,1,LR_C=0.01
LINC01545,0.004584520920118339,1,LR_C=0.01
LINC01419,0.004587501041338265,1,LR_C=0.01
PRRX1,0.004674634222980005,1,LR_C=0.01
BACH1-IT1,0.004786436550310819,1,LR_C=0.01
ATF5,0.0049002181347656965,1,LR_C=0.01
SRRM1P3,0.005003798343112754,1,LR_C=0.01
IGHJ4,0.0050840001421923724,1,LR_C=0.01
IGLV2-11,0.005153381494996638,1,LR_C=0.01
BMS1P2,0.005187739180541355,1,LR_C=0.01
AC022034.3,0.00523552844238822,1,LR_C=0.01
RPS24P8,0.005462729977602703,1,LR_C=0.01
AC024581.2,0.005634842471787273,1,LR_C=0.01
ANKRD44-IT1,0.005747351704863533,1,LR_C=0.01
NUDT6,0.005802118295066351,1,LR_C=0.01
TNFSF8,0.005959843022943946,1,LR_C=0.01
SNORD92,0.006075360286709726,1,LR_C=0.01
AL590617.2,0.006329224341651748,1,LR_C=0.01
SLC44A3-AS1,0.006456287290073491,1,LR_C=0.01
NGFR,0.006652723111751038,1,LR_C=0.01
RNA5-8SP2,0.0068242201271174925,1,LR_C=0.01
IGLV2-28,0.006974202273759184,1,LR_C=0.01
IGLC5,0.007013245597450613,1,LR_C=0.01
RF00405,0.007218716177018154,1,LR_C=0.01
P4HA3-AS1,0.007409875797876151,1,LR_C=0.01
RPL10P13,0.007419456502267746,1,LR_C=0.01
P3H2-AS1,0.007445023725473846,1,LR_C=0.01
ZNF706,0.007524742674463662,1,LR_C=0.01
NARF-AS1,0.007555419457777155,1,LR_C=0.01
MYL9,0.007613027615975147,1,LR_C=0.01
IGKV3D-7,0.00791871779435085,1,LR_C=0.01
HNRNPUL2,0.008055771302827766,1,LR_C=0.01
RPL10P1,0.008440725375842941,1,LR_C=0.01
AL590135.1,0.008534348536954842,1,LR_C=0.01
AC019080.4,0.00889239511593827,1,LR_C=0.01
ZNF514,0.009356955173935462,1,LR_C=0.01
ZSWIM7,0.009521556205660983,1,LR_C=0.01
AC093155.2,0.009556252744553293,1,LR_C=0.01
SCHIP1,0.009606966829665118,1,LR_C=0.01
MAPRE1P1,0.009608928869170277,1,LR_C=0.01
RPL6P30,0.009904197660925828,1,LR_C=0.01
AC007384.1,0.010077469057831795,1,LR_C=0.01
RPL21P134,0.010136990899465447,1,LR_C=0.01
IGHV3-11,0.010197706065017409,1,LR_C=0.01
CCND2,0.010226221719737333,1,LR_C=0.01
PSMD10P2,0.010248659899177079,1,LR_C=0.01
AL359878.1,0.010335977513948318,1,LR_C=0.01
IGKV6-21,0.01042238347633547,1,LR_C=0.01
AL449283.1,0.010650601270431992,1,LR_C=0.01
FABP5P3,0.01082248969703772,1,LR_C=0.01
TMEM164,0.011052541505858554,1,LR_C=0.01
AFAP1-AS1,0.011352770632880304,1,LR_C=0.01
LINC01503,0.011505215594050168,1,LR_C=0.01
AC021231.2,0.011526526911483858,1,LR_C=0.01
RBBP4P4,0.011610205724525932,1,LR_C=0.01
IGKJ5,0.011616432068593356,1,LR_C=0.01
AL590135.1,3.1971022153065816e-05,2,LR_C=0.01
INSIG2,5.017402528981735e-05,2,LR_C=0.01
C11orf74,0.00014722116441378947,2,LR_C=0.01
AF131215.4,0.00015481152441078477,2,LR_C=0.01
AP002472.1,0.0003416576051358254,2,LR_C=0.01
ZNF679,0.00045301368754351533,2,LR_C=0.01
AL078621.2,0.0005377599355226338,2,LR_C=0.01
