feature,pvalue,fold,model
AC125807.2,0.04523825261464363,3,LR_C=0.01
RRN3P3,0.045381529889771496,3,LR_C=0.01
AC016831.1,0.04555514818127762,3,LR_C=0.01
AP002505.1,0.04566549387190236,3,LR_C=0.01
IGLV4-69,0.04570841467290098,3,LR_C=0.01
AC127070.4,0.045732142553420264,3,LR_C=0.01
PFN1P8,0.04610528335396067,3,LR_C=0.01
GTF2IP7,0.047147326373925214,3,LR_C=0.01
AC074141.1,0.04715159472626138,3,LR_C=0.01
AP005131.1,0.04717954566965931,3,LR_C=0.01
AL034417.3,0.04739557682437654,3,LR_C=0.01
AC019205.1,0.0024007157633310983,1,LR_C=0.1
EEF1A1P17,0.003125673360492915,1,LR_C=0.1
LINC01545,0.005653241263530974,1,LR_C=0.1
ANKRD44-IT1,0.0075431386650097465,1,LR_C=0.1
IGHV3-11,0.008109527456409457,1,LR_C=0.1
LCMT1-AS2,0.008577467341293294,1,LR_C=0.1
TTC28-AS1,0.009108002808190074,1,LR_C=0.1
IGLC5,0.009482267261043412,1,LR_C=0.1
IGKV3-11,0.009824215411721612,1,LR_C=0.1
LINC01419,0.010147549019301236,1,LR_C=0.1
IGKV3-7,0.010438182613592566,1,LR_C=0.1
FAM240B,0.01172242408064868,1,LR_C=0.1
AC024581.2,0.012241506174618073,1,LR_C=0.1
ANKHD1-EIF4EBP3,0.012468584462429115,1,LR_C=0.1
AC011468.4,0.012519918969010531,1,LR_C=0.1
AC027097.1,0.0125367047799792,1,LR_C=0.1
IGKV1-17,0.013403114762024698,1,LR_C=0.1
BACH1-IT1,0.013639221771367012,1,LR_C=0.1
RPL22P7,0.013712533380665005,1,LR_C=0.1
AC068987.3,0.014349425963747858,1,LR_C=0.1
N4BP2L2-IT2,0.014459169714950041,1,LR_C=0.1
NPM1P9,0.0145554614953388,1,LR_C=0.1
AL590609.2,0.014661278266297966,1,LR_C=0.1
AC011468.1,0.014957319247719819,1,LR_C=0.1
RF00405,0.015245233259743697,1,LR_C=0.1
BMS1P17,0.015290226992043092,1,LR_C=0.1
