gene,padj
PRAMEF14,0.05642813278234746
FBXO15,0.05642813278234746
TMIE,0.056842758798017264
TUBA3E,0.057221673697963105
HTR2A,0.057622999281396886
PSG9,0.057622999281396886
SPATA31E1,0.057930443687294164
C9orf147,0.05822257045452425
CNIH3,0.058832021693182926
SYT1,0.05918108799035227
LRRN4,0.0594999942606913
TMEM270,0.059828544569185335
NR2E3,0.059828544569185335
GAGE12G,0.060166312609025864
SCNN1A,0.060166312609025864
KIR2DS4,0.060166312609025864
HAGHL,0.060166312609025864
ZNF786,0.06080868411291613
NAT1,0.06083217921214741
FTCDNL1,0.06104807752417088
ATP2C2,0.061059878595009776
SLC22A14,0.06108385236631466
GRIN3B,0.06119353732804948
SEPT14P3,0.06135632063435592
AMER3,0.06152574140639585
TRIM36,0.06152574140639585
MAP2K1P1,0.06152574140639585
OR2A5,0.06295956017129513
OTUD6A,0.06295956017129513
CCDC144A,0.06295956017129513
TPH2,0.063065176333581
SEPT14P8,0.063065176333581
WNT2B,0.06320808723504524
TM4SF19,0.06368333057013997
TRPV5,0.06380800412221949
AP006545.1,0.06394949793791398
SMIM31,0.064760644176766
C5orf63,0.06598191322516932
KCNJ12,0.06598191322516932
SDK1,0.06598191322516932
RBM20,0.06598191322516932
DUX4L26,0.06598191322516932
LINC00899,0.06598191322516932
CELF4,0.06598191322516932
C1orf94,0.06598191322516932
PMCHL1,0.06598191322516932
FFAR3,0.06598191322516932
TMPRSS7,0.06598191322516932
TRIM64C,0.06598191322516932
CASP14,0.06598191322516932
GOLGA6L3,0.06640070011508178
AICDA,0.06640070011508178
FGD1,0.06640070011508178
AL133245.1,0.06640070011508178
AL049812.1,0.06695534745245552
AC138951.1,0.0672147033912957
AL162456.1,0.06784718863306931
AC092384.1,0.06845110575307461
AC093826.2,0.06892084782692252
EPHA8,0.06907298342284317
PNLIPRP3,0.06907298342284317
AL353572.2,0.06907298342284317
WNT7B,0.06907298342284317
ZBTB45,0.06907298342284317
FAM205BP,0.06907298342284317
AL008638.3,0.06907298342284317
DUOXA2,0.06907298342284317
FGF9,0.06907298342284317
AC020917.4,0.06907298342284317
KCNJ18,0.06907298342284317
PSG6,0.06923462268730492
C3orf30,0.06928955489577464
LINC00330,0.06928955489577464
AC003957.1,0.06928955489577464
KCNE1B,0.06952894575052851
AC025048.6,0.06952894575052851
ICA1,0.06952894575052851
ACSM4,0.06952894575052851
USP17L22,0.06964531011761801
AL161757.5,0.06965618011330972
DUPD1,0.06965618011330972
NMUR2,0.06965618011330972
AL121906.2,0.06981993981963273
PVALB,0.07016010653248997
TPTE2P1,0.07090578180302683
SERPINB8,0.07167442922039091
KCNF1,0.0718199359991636
TMPRSS11B,0.0723895194481392
RAC3,0.0728118134522436
FOXN1,0.0728118134522436
GRIA2,0.0728118134522436
LINC01299,0.0728118134522436
FAM53A,0.0728118134522436
AC008395.1,0.0728118134522436
ERICH6,0.0728118134522436
CDC42P6,0.0728118134522436
STYK1,0.07311009009315364
LINC00504,0.07311009009315364
AC092720.1,0.07312693430239875
FAM90A26,0.0736477477788858
KCNA4,0.0736477477788858
GAD2,0.0736477477788858
SFTPB,0.0736477477788858
DUX4L9,0.0736477477788858
MYO1A,0.07438666514097347
PPARGC1B,0.07441755893262474
AC136944.2,0.07441755893262474
NEUROD2,0.07464857197813378
ABO,0.0749069773112455
RPL23AP45,0.07514235976286973
OR2L5,0.07514235976286973
SETP20,0.07514235976286973
MATN1,0.07564763793563618
NHS,0.07585066645681807
KANK4,0.07594133551828897
IRX3,0.0760372990527913
TARM1,0.0760372990527913
AC005863.1,0.0760372990527913
ROR1,0.0760372990527913
CNGB1,0.0760372990527913
SEC14L3,0.0760372990527913
RTKN2,0.07647458420937212
MGAT4C,0.07648772520712296
ZBTB42,0.07648772520712296
CNKSR2,0.076604505163913
CLCA2,0.076604505163913
FAM220A,0.07712171459582322
VPS33B-DT,0.07712171459582322
MUC4,0.07722155426728945
FAM131C,0.0773102293681053
SCN1A,0.07772217160853977
FAM155B,0.07811060453740831
TRIM29,0.07925670737670557
GJA8,0.07925670737670557
OR13C4,0.0793177196150097
HRH2,0.0793177196150097
PPP5D1,0.07957560878848477
AC012454.1,0.0798122175929982
IGLV1-41,0.0798122175929982
AC087501.4,0.0798122175929982
CRTAC1,0.0798122175929982
RP1L1,0.0798122175929982
AL031283.1,0.0798122175929982
SIAH2,0.07996204774894304
GABRR1,0.07996204774894304
LRRN4CL,0.07996204774894304
TRIO,0.07996204774894304
SYT3,0.07996204774894304
KRT17P5,0.07996204774894304
AC058791.1,0.07996204774894304
AL022068.1,0.07996204774894304
FANCB,0.07996204774894304
UNC79,0.07996204774894304
AP004147.1,0.08041731818025824
C3orf52,0.08041731818025824
OBP2A,0.08043621030298036
C2orf50,0.08043621030298036
MAPK4,0.08043621030298036
PDCL2,0.08131946737098274
SULT4A1,0.08170899415582066
TMEM78,0.08227348244245415
BRINP2,0.08227348244245415
DSCAML1,0.08227348244245415
SMTNL2,0.08227348244245415
SLC6A7,0.08266957056817671
LINC01694,0.0827118729775521
HCN4,0.08309657725691327
CA9,0.0834490387661084
TMPRSS4,0.0834490387661084
AC020928.3,0.0834490387661084
IGF2BP1,0.08351123186757416
FAM90A3P,0.08413124767663013
TUBA3C,0.08413124767663013
CD300LF,0.08453077972666906
CEACAM8,0.08472224893008884
STRA6,0.08474507751554806
LINC00641,0.0851165105747441
TSPYL5,0.08577600815728087
AC084879.1,0.08577600815728087
PRAMEF1,0.08577600815728087
IQANK1,0.08577600815728087
KCNQ5,0.08659727090027632
OR8H3,0.08659727090027632
TCP11X1,0.08659727090027632
ACKR1,0.08712530915313524
RUFY4,0.08712530915313524
PRSS41,0.08767299164494007
ZAR1L,0.0877114788148592
OR51L1,0.08830006933389846
EBI3,0.08830006933389846
AC023830.2,0.08840965953986661
MYO15A,0.0884512107651039
NANOGNB,0.0884512107651039
DSC1,0.08858087376586468
BPIFA1,0.08922795831035768
LINC02216,0.08922795831035768
AC006435.4,0.08922795831035768
MCM10,0.08922795831035768
XPO5,0.08950982274403034
CPN1,0.08957381027992756
USH1G,0.08959883653778297
AC127164.1,0.08959883653778297
PHEX,0.08959883653778297
DCLRE1CP1,0.08959883653778297
SLC30A3,0.08959883653778297
LDB2,0.089863448149246
MAFA,0.08996787039101475
AL390957.1,0.09064746791327594
BEGAIN,0.09075768535157906
FGF5,0.09090684298838718
CTF1,0.09109292601257638
AL078621.1,0.09109292601257638
OR10P1,0.09145888158565421
UFSP1,0.09167729425706343
AK8,0.09167729425706343
PSRC1,0.09212118261664992
KLK4,0.09212118261664992
LOH12CR2,0.09212118261664992
AL391244.3,0.09212118261664992
RP1,0.0922682210027307
HRASLS5,0.0922682210027307
PLPP6,0.0922682210027307
SLC4A3,0.0922970037811431
PLEKHD1,0.0922970037811431
GCOM1,0.0922970037811431
POTEA,0.0922970037811431
CDH7,0.0922970037811431
ASMT,0.0922970037811431
ABCC12,0.0922970037811431
AC016355.1,0.0922970037811431
DUX4,0.0922970037811431
RN7SL121P,0.0922970037811431
GAL3ST1,0.0922970037811431
OLIG1,0.09268448163787231
PIANP,0.09268448163787231
AP000811.1,0.09268448163787231
TPBG,0.09268448163787231
SNTG1,0.09274362708624719
NXF5,0.09274362708624719
OR1E1,0.09274362708624719
VHLL,0.09305725189187501
OR4N5,0.09309488184819796
SDAD1P1,0.09310347493737936
ACTN2,0.09310347493737936
RPL23AP24,0.09331400326447493
TMEM105,0.09352056801920007
C3orf22,0.09388340221482393
ZNF182,0.09388340221482393
AL033543.1,0.09388340221482393
CD19,0.09388340221482393
GAGE12E,0.09388340221482393
PRAMEF7,0.09388340221482393
NKX2-4,0.09388340221482393
CHAT,0.09388340221482393
ARHGAP27P2,0.09409942264803924
AC144568.2,0.09422052746900308
AC010834.3,0.09422052746900308
LMX1A,0.09422052746900308
EPHA6,0.09422052746900308
AC127070.4,0.09492896181226232
SGSH,0.09492896181226232
AC099684.2,0.09497623502267405
RAPGEF3,0.09507042454029167
ANKK1,0.09507042454029167
C17orf113,0.09507042454029167
SATL1,0.09507042454029167
KBTBD11,0.09507042454029167
MED10,0.09507042454029167
DCLK1,0.09507042454029167
WDR86,0.09560619248881083
ADAM30,0.09560619248881083
AC092683.1,0.09560619248881083
PROM2,0.09579808769962304
C9orf50,0.09579808769962304
RHEBL1,0.09579808769962304
TOX4P1,0.09579808769962304
C9orf43,0.09579808769962304
SYTL1,0.09581548950559193
MROH5,0.09581548950559193
LINC02397,0.09581548950559193
LHFPL5,0.09581548950559193
LINC01902,0.09581548950559193
TMEM235,0.09581548950559193
SIX3,0.09600173293005373
CRACR2B,0.096016013323301
UNC5D,0.096016013323301
SOX14,0.09638781975892838
GRID1,0.09648278438081398
LYSMD1,0.09657086335471711
AQP6,0.09667251014239375
HR,0.09667251014239375
GPR174,0.09705245995408292
OR4X1,0.09705245995408292
AC159540.2,0.0970978857329201
AL109976.1,0.09733547687369087
TGM5,0.09772818252393742
UPK1A,0.09772818252393742
ASPRV1,0.09772818252393742
IGHV3-73,0.09772818252393742
GPR78,0.09772818252393742
MS4A18,0.0978883219514199
CBLN1,0.0978883219514199
RCVRN,0.0978883219514199
NRXN2,0.0978883219514199
TEX35,0.0978883219514199
PRSS55,0.0978883219514199
MDGA2,0.09796467896132903
INSM1,0.09796467896132903
OR8B8,0.09809288456177821
LRRIQ4,0.09824480078632078
DUSP8,0.09848945945326582
CCDC83,0.09893450294662949
CDH3,0.09897276214921136
AC135977.1,0.09898348692017041
NETO1,0.09913562496676866
LAG3,0.09917065364039233
C9orf24,0.0992385759543128
SKOR1,0.09932966400570929
PAEP,0.0993612584244345
KPRP,0.0993612584244345
CHRND,0.0993612584244345
AC120114.4,0.0993612584244345
AGTR1,0.0993612584244345
CPNE9,0.0993612584244345
CD22,0.0993612584244345
MRLN,0.0993612584244345
ALMS1P1,0.0993612584244345
PKP1,0.0993612584244345
TBC1D10C,0.0993612584244345
OR3A3,0.09938625606596155
STPG2,0.09938625606596155
PTX4,0.09943262687922846
SLC39A2,0.09943262687922846
SH2B2,0.09943262687922846
USP17L12,0.09950412006968819
GDAP1L1,0.09950412006968819
DCUN1D2,0.09950412006968819
