gene,padj
AC073548.1,0.01862346287207245
GPR171,0.018882428017866906
LEFTY2,0.018882428017866906
PSORS1C1,0.01980600418425595
DEFB107B,0.01981419197656538
DEFB107A,0.01981419197656538
MMEL1,0.020025466142792197
FAM47C,0.02075058474534084
VWC2L,0.02075058474534084
TLX2,0.020762681881816188
RAB19,0.02084501678077012
DEFB104A,0.021063669208613193
PRSS55,0.02125782760621549
MTNR1B,0.02125782760621549
NANOGP2,0.02125782760621549
VSTM1,0.021631407714866435
DEFB104B,0.02181032337592692
H2AFB1,0.0221744839406468
CELA3A,0.0221744839406468
AC004889.1,0.0221744839406468
OR5AC2,0.022517408548486016
DEFB119,0.022533530755899422
LIPM,0.022533530755899422
OR8K3,0.022533530755899422
ATOH1,0.022533530755899422
GUCY2F,0.02289393461199282
RCVRN,0.02289393461199282
BPIFC,0.023861076416502588
AC105272.1,0.024282260703577
ASTL,0.02534858997805177
SLC46A2,0.0255269304907613
GHSR,0.025644175452043953
KDM4E,0.025644175452043953
PGPEP1L,0.025644175452043953
FAM83C,0.02602582612437236
DEFB106A,0.02609652761174324
AC133548.1,0.02611934778036306
LRRC30,0.02611934778036306
GRK6P1,0.02611934778036306
WNT1,0.026211132284090752
MESP2,0.026646780883606464
EPB41L4A-AS2,0.027503643637002785
BTNL2,0.028092495103509526
PLSCR5,0.02927684145396487
TNFSF4,0.02927684145396487
OR2T27,0.029915720785192154
RF00100,0.030119149605318796
OR9K1P,0.030900903477334134
REXO1L3P,0.030900903477334134
ERVH48-1,0.03174266486518172
AQP8,0.03174266486518172
SLC16A6P1,0.03187188669030353
SLC22A16,0.03187188669030353
ZMYND12,0.03187188669030353
GJA10,0.03187188669030353
HOXA5,0.03187188669030353
GH2,0.0346183090707681
AC127070.4,0.036405540115731876
OR4C4P,0.036405540115731876
IGLV3-9,0.03712121275144964
IGKV1D-43,0.03752521674794959
MYL1,0.03806269012496954
CEACAM20,0.03806269012496954
NEUROG2,0.038322988086027854
GATA1,0.039103445470397076
RNASE8,0.039924390369854915
AC091304.3,0.03993140297603575
C10orf120,0.03993140297603575
ZNF648,0.04014087979610022
OR56A1,0.04078652333337435
TGFBR3L,0.04078652333337435
KLHL41,0.04078652333337435
AC090515.5,0.04078652333337435
INAFM2,0.04126281073165271
AP000552.3,0.0412754922381402
GPAT2P2,0.041619388943948836
HERC2P11,0.042232702754937755
MOS,0.042232702754937755
AC027682.7,0.04356645816325344
SLC7A3,0.04356645816325344
MFSD6L,0.043600619760210464
KRT32,0.044246305463032765
AC026523.2,0.04495107946397583
TSPAN16,0.04537009782576728
IGHV3-48,0.04698793779283139
PTCHD3,0.048197981281308824
AC007952.9,0.048557636137230964
KLF17,0.048794038920890195
KCNK16,0.04934297032443883
OR8G1,0.04934297032443883
DRD1,0.04960555137854009
LRRC53,0.04965654188034047
TTC9B,0.05143247318254684
RNASE10,0.052351504712660105
AKAP4,0.05236173377058282
C8orf87,0.05432571114531666
RNA5SP149,0.05465965181752051
C8orf34-AS1,0.05655938157437572
MTRNR2L8,0.05655938157437572
C17orf98,0.05655938157437572
GOT1L1,0.05655938157437572
MT1X,0.05655938157437572
AC007601.1,0.05655938157437572
AC060834.1,0.05655938157437572
TERB2,0.05725489704069527
ELANE,0.05725489704069527
RLIMP1,0.05725489704069527
CD300C,0.05725489704069527
RPL13AP2,0.05759649255598818
GPR6,0.058646408560075546
FAM19A5,0.05991290746179182
GPR149,0.05991290746179182
TRAM1L1,0.06000095484847289
CLRN2,0.06013622288467841
AP003062.2,0.06016044449305417
MMP27,0.06116249047345455
KCNV1,0.061575171133409816
DNASE2B,0.06254046726369994
AL160286.1,0.06276386830546672
PANX3,0.06345033252001886
HSP90B3P,0.06345033252001886
MATN4,0.06345033252001886
OR1L3,0.06481584918669982
NLRP5,0.0663862725950044
CAMK2N2,0.0663862725950044
AC009113.1,0.0663862725950044
AHSP,0.0663862725950044
OR2AJ1,0.0663862725950044
OR52B4,0.06770143552797651
DEFB108A,0.06770143552797651
KRTAP21-2,0.06832931115928903
AL136982.1,0.06906329677142656
C16orf78,0.06936791407710174
IGF2-AS,0.06936791407710174
MISP3,0.07076917579607418
CMTM2,0.07118288815662456
C7orf65,0.07339177535771388
LIPC-AS1,0.07373968615160728
TAAR9,0.07495422116592501
OR13F1,0.07495422116592501
FBXO47,0.07651639177188478
AL445235.1,0.07651639177188478
DEFB108C,0.07776290923294225
PARL,0.07776290923294225
ZNF280A,0.07776290923294225
MCHR2,0.07776290923294225
GPRIN2,0.07776290923294225
CEACAM18,0.07776290923294225
SPACA1,0.07776290923294225
TBC1D21,0.07776290923294225
PRSS58,0.07776290923294225
KRT84,0.07776290923294225
MT-RNR1,0.08001627906837591
OR8K5,0.08033773498823958
SMIM36,0.08036717802137652
NYX,0.08074059525775679
GUCA1A,0.08174998788010936
AP005212.1,0.08223586571293155
HIST1H1A,0.08229181986581045
CNTD1,0.08257399028864934
TEKT1,0.08288111359039868
SERPINA13P,0.08325697891366717
TMEM100,0.08340814658846964
AC023469.1,0.08343209366336826
AC018647.2,0.08371468800998051
CR392039.2,0.08371468800998051
UBBP1,0.08371468800998051
SDAD1P2,0.08604680861511975
OR10H3,0.08672367877555894
GPR31,0.08775228865352289
PDE6H,0.0882647330181811
PNPLA5,0.08889168241702365
AP003057.1,0.08993811112319587
AC026468.1,0.08994037772192105
ANO4,0.0899446113340327
IFNL1,0.0899446113340327
AC093620.1,0.0899446113340327
KRTAP3-1,0.08998922290439715
DYNLRB2,0.09110332943234307
CCDC189,0.09204421696487995
PJVK,0.09213154258026894
OR5H2,0.09213154258026894
WFDC5,0.09483147949308397
LINC01460,0.09578809026215908
MYL4,0.09693879781948869
TEX36,0.09730861526298694
OR5V1,0.09769237801040809
P2RY10,0.09769237801040809
GGT8P,0.09769237801040809
OR56A4,0.09769237801040809
UBE2Q2P2,0.09769237801040809
SRMS,0.09769237801040809
CHCHD3P3,0.09769237801040809
TRAV13-1,0.09769237801040809
OR10A7,0.09769237801040809
PGLYRP3,0.09769237801040809
KRTAP5-6,0.09979506282902327
